
# === SESSION ===
key,value
timestamp,2026-07-02T00:49:50.023Z
version,2.7.189
round,12
day,0
globalDay,11
totalRounds,12
simMode,competitive
scenarioPreset,standard
powerGrid,independent
commsGrid,independent
daysPerRound,7

# === CONFIG_CONSTANTS ===
key,value,unit
score_pts_per_kg_ice,1,pts/kg
score_pts_per_asset_pt,15,pts/ap
score_penalty_per_violation,25,pts
score_carry_fraction,0.5,fraction
days_per_round,7,days
px_per_km,2,px/km
km_per_px,0.5,km/px
comsat_relay_radius_km,30.00,km
zone_core_km,1,km
zone_harmonization_km,5,km
zone_coordination_km,10,km
zone_display_scale,3,x
zone_core_render_km,3.00,km
zone_harmonization_render_km,15.00,km
zone_coordination_render_km,30.00,km
zone_tier_mult.core,1,xcore
zone_tier_mult.harmonization,5,xcore
zone_tier_mult.coordination,10,xcore
functional_reach.solar,2.89,km
functional_reach.habitat,14.43,km
functional_reach.pad,7.22,km
functional_reach.rover,1.44,km
functional_reach.reactor,5.78,km

# === INITIAL_CONDITIONS ===
key,value
map_width_px,1212
map_height_px,1212
km_per_px,0.5
px_per_km,2
totalRounds,12
scenarioPreset,standard
claimRadius_actorI_px,92.77777777777777
claimRadius_actorII_px,80
actorI_base_px,"553,703"
actorII_base_px,"1005,170"
actorIII_base_px,
actorI_stakeholder,Concordium
actorII_stakeholder,LRC

# === CRATERS ===
crater_idx,name,cx_px,cy_px,cx_km,cy_km,quality,size_px
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,comsat,2,312.00,344.00,118.51,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,comsat,3,260.50,316.50,103.83,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,0,299.50,319.50,94.64,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,1,337.50,268.00,50.35,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,2,378.00,290.50,93.71,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,3,345.50,260.50,49.50,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,4,309.50,311.50,86.01,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,5,299.00,221.00,12.35,3.00,15.00,30.00,harmonization
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,6,271.50,347.50,128.08,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,7,355.50,326.00,110.11,3.00,15.00,30.00,outside
ACTOR_II,rover,12,310.50,225.50,ACTOR_I,rover,8,253.00,302.50,96.10,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,solar,0,303.50,319.50,85.65,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,solar,1,365.50,286.50,85.12,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,solar,2,275.50,308.00,77.49,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,reactor,0,353.00,262.00,61.27,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,reactor,1,299.00,220.50,13.51,3.00,15.00,30.00,harmonization
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,reactor,2,272.50,348.00,116.93,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,habitat,0,348.00,262.00,56.87,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,habitat,1,302.50,319.50,85.59,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,habitat,2,299.00,221.00,13.01,3.00,15.00,30.00,harmonization
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,habitat,3,366.50,286.00,85.60,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,habitat,4,279.50,351.50,119.03,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,habitat,5,269.50,303.50,75.31,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,pad,0,331.00,293.00,67.36,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,comsat,0,361.00,281.50,78.50,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,comsat,1,266.00,216.00,37.15,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,comsat,2,312.00,344.00,110.83,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,comsat,3,260.50,316.50,90.83,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,0,299.50,319.50,85.51,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,1,337.50,268.00,51.74,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,2,378.00,290.50,97.53,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,3,345.50,260.50,53.96,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,4,309.50,311.50,78.28,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,5,299.00,221.00,13.01,3.00,15.00,30.00,harmonization
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,6,271.50,347.50,116.67,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,7,355.50,326.00,108.23,3.00,15.00,30.00,outside
ACTOR_II,rover,13,298.50,234.00,ACTOR_I,rover,8,253.00,302.50,82.23,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,solar,0,303.50,319.50,121.02,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,solar,1,365.50,286.50,59.46,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,solar,2,275.50,308.00,134.56,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,reactor,0,353.00,262.00,45.26,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,reactor,1,299.00,220.50,87.08,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,reactor,2,272.50,348.00,163.02,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,habitat,0,348.00,262.00,48.97,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,habitat,1,302.50,319.50,121.70,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,habitat,2,299.00,221.00,87.02,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,habitat,3,366.50,286.00,58.66,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,habitat,4,279.50,351.50,160.86,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,habitat,5,269.50,303.50,137.06,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,pad,0,331.00,293.00,82.92,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,comsat,0,361.00,281.50,56.58,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,comsat,1,266.00,216.00,120.38,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,comsat,2,312.00,344.00,135.22,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,comsat,3,260.50,316.50,151.73,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,0,299.50,319.50,123.76,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,1,337.50,268.00,60.91,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,2,378.00,290.50,60.47,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,3,345.50,260.50,50.00,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,4,309.50,311.50,111.07,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,5,299.00,221.00,87.02,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,6,271.50,347.50,163.36,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,7,355.50,326.00,100.10,3.00,15.00,30.00,outside
ACTOR_II,rover,14,385.50,230.50,ACTOR_I,rover,8,253.00,302.50,150.80,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,solar,0,303.50,319.50,123.71,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,solar,1,365.50,286.50,71.18,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,solar,2,275.50,308.00,132.59,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,reactor,0,353.00,262.00,49.68,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,reactor,1,299.00,220.50,71.67,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,reactor,2,272.50,348.00,164.80,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,habitat,0,348.00,262.00,51.66,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,habitat,1,302.50,319.50,124.26,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,habitat,2,299.00,221.00,71.71,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,habitat,3,366.50,286.00,70.61,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,habitat,4,279.50,351.50,163.64,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,habitat,5,269.50,303.50,133.96,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,pad,0,331.00,293.00,86.99,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,comsat,0,361.00,281.50,66.68,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,comsat,1,266.00,216.00,104.50,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,comsat,2,312.00,344.00,141.19,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,comsat,3,260.50,316.50,149.34,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,0,299.50,319.50,125.92,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,1,337.50,268.00,62.01,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,2,378.00,290.50,75.37,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,3,345.50,260.50,51.48,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,4,309.50,311.50,113.74,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,5,299.00,221.00,71.71,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,6,271.50,347.50,165.00,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,7,355.50,326.00,111.51,3.00,15.00,30.00,outside
ACTOR_II,rover,15,370.50,215.50,ACTOR_I,rover,8,253.00,302.50,146.20,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,solar,0,303.50,319.50,100.95,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,solar,1,365.50,286.50,66.97,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,solar,2,275.50,308.00,104.50,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,reactor,0,353.00,262.00,39.56,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,reactor,1,299.00,220.50,40.25,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,reactor,2,272.50,348.00,139.83,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,habitat,0,348.00,262.00,38.08,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,habitat,1,302.50,319.50,101.30,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,habitat,2,299.00,221.00,40.20,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,habitat,3,366.50,286.00,66.91,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,habitat,4,279.50,351.50,139.79,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,habitat,5,269.50,303.50,104.85,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,pad,0,331.00,293.00,68.47,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,comsat,0,361.00,281.50,60.63,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,comsat,1,266.00,216.00,73.55,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,comsat,2,312.00,344.00,122.02,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,comsat,3,260.50,316.50,120.56,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,0,299.50,319.50,102.42,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,1,337.50,268.00,43.03,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,2,378.00,290.50,76.23,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,3,345.50,260.50,36.09,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,4,309.50,311.50,91.39,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,5,299.00,221.00,40.20,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,6,271.50,347.50,139.87,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,7,355.50,326.00,102.34,3.00,15.00,30.00,outside
ACTOR_II,rover,16,339.00,225.00,ACTOR_I,rover,8,253.00,302.50,115.77,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,solar,0,303.50,319.50,121.42,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,solar,1,365.50,286.50,75.87,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,solar,2,275.50,308.00,127.34,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,reactor,0,353.00,262.00,51.24,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,reactor,1,299.00,220.50,59.76,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,reactor,2,272.50,348.00,161.49,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,habitat,0,348.00,262.00,51.97,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,habitat,1,302.50,319.50,121.87,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,habitat,2,299.00,221.00,59.84,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,habitat,3,366.50,286.00,75.48,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,habitat,4,279.50,351.50,160.94,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,habitat,5,269.50,303.50,128.02,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,pad,0,331.00,293.00,86.33,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,comsat,0,361.00,281.50,70.56,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,comsat,1,266.00,216.00,92.14,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,comsat,2,312.00,344.00,140.73,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,comsat,3,260.50,316.50,143.65,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,0,299.50,319.50,123.27,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,1,337.50,268.00,60.57,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,2,378.00,290.50,81.98,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,3,345.50,260.50,51.05,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,4,309.50,311.50,111.59,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,5,299.00,221.00,59.84,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,6,271.50,347.50,161.60,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,7,355.50,326.00,115.03,3.00,15.00,30.00,outside
ACTOR_II,rover,17,358.00,211.00,ACTOR_I,rover,8,253.00,302.50,139.27,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,solar,0,303.50,319.50,112.89,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,solar,1,365.50,286.50,78.43,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,solar,2,275.50,308.00,114.96,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,reactor,0,353.00,262.00,51.31,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,reactor,1,299.00,220.50,41.28,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,reactor,2,272.50,348.00,151.16,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,habitat,0,348.00,262.00,50.22,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,habitat,1,302.50,319.50,113.22,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,habitat,2,299.00,221.00,41.38,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,habitat,3,366.50,286.00,78.30,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,habitat,4,279.50,351.50,151.40,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,habitat,5,269.50,303.50,114.81,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,pad,0,331.00,293.00,80.95,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,comsat,0,361.00,281.50,72.27,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,comsat,1,266.00,216.00,73.58,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,comsat,2,312.00,344.00,134.34,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,comsat,3,260.50,316.50,130.60,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,0,299.50,319.50,114.23,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,1,337.50,268.00,55.54,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,2,378.00,290.50,86.98,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,3,345.50,260.50,48.37,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,4,309.50,311.50,103.45,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,5,299.00,221.00,41.38,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,6,271.50,347.50,151.16,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,7,355.50,326.00,114.62,3.00,15.00,30.00,outside
ACTOR_II,rover,18,339.50,212.50,ACTOR_I,rover,8,253.00,302.50,124.83,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,solar,0,303.50,319.50,87.76,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,solar,1,365.50,286.50,22.32,3.00,15.00,30.00,coordination
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,solar,2,275.50,308.00,112.57,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,reactor,0,353.00,262.00,45.68,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,reactor,1,299.00,220.50,113.70,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,reactor,2,272.50,348.00,127.24,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,habitat,0,348.00,262.00,49.51,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,habitat,1,302.50,319.50,88.71,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,habitat,2,299.00,221.00,113.39,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,habitat,3,366.50,286.00,21.51,3.00,15.00,30.00,coordination
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,habitat,4,279.50,351.50,122.63,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,habitat,5,269.50,303.50,118.01,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,pad,0,331.00,293.00,56.00,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,comsat,0,361.00,281.50,28.23,3.00,15.00,30.00,coordination
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,comsat,1,266.00,216.00,143.15,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,comsat,2,312.00,344.00,90.98,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,comsat,3,260.50,316.50,128.76,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,0,299.50,319.50,91.57,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,1,337.50,268.00,55.23,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,2,378.00,290.50,9.22,3.00,15.00,30.00,harmonization
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,3,345.50,260.50,52.40,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,4,309.50,311.50,79.80,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,5,299.00,221.00,113.39,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,6,271.50,347.50,127.93,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,7,355.50,326.00,45.98,3.00,15.00,30.00,outside
ACTOR_II,rover,19,387.00,292.50,ACTOR_I,rover,8,253.00,302.50,134.37,3.00,15.00,30.00,outside

# === SAFETY_VIOLATION_ATTRIBUTION ===
actor,charged_violations_now,cumulative_violations
ACTOR_I,0,0
ACTOR_II,0,0

# === DIPLOMACY_STATE ===
actor,stakeholder,alloc_preset,treaty_floor,tier_core,tier_harmonization,tier_coordination,budget_cr,ice_kg,asset_pts,violations
ACTOR_I,Concordium,balanced,1,1,1,1,823,230,167,0
ACTOR_II,LRC,economic,,1,1,1,162,0,220,0

# === GRID_STATE ===
grid,mode,offered_by,offered_to,shared
power,independent,,,no
comms,independent,,,no

# === METRICS_BY_ROUND ===
round,phase,day,globalDay,actor,stakeholder,score,score_banked,score_carried,score_infrastructure,score_policy,score_penalty,iceDeposited_kg,iceCarried_kg,budget_cr,econ_E,rdAccum,milStock,assetPts,safetyViolations,coordAdvisories,stance,zoneScale,easementsGranted,treatyFloor,panels,reactors,habitats,rovers,pads,comsats,powerGrid,commsGrid,simMode,scenario,version
1,round_end,,,ACTOR_I,Concordium,510,0,0,510,0,0,0,0,236,8.50,0,1,34,0,0,balanced,1,,,0,1,1,3,0,0,independent,independent,competitive,standard,2.7.189
1,round_end,,,ACTOR_II,LRC,485,0,40,465,-20,0,0,80,206,8.55,0,1,31,0,0,austerity,1,,,0,0,1,5,0,1,independent,independent,competitive,standard,2.7.189
2,round_end,,,ACTOR_I,Concordium,812,0,0,780,32,0,0,0,87,5.12,16,5,52,0,0,balanced,1,,,1,1,2,3,0,1,independent,independent,competitive,standard,2.7.189
2,round_end,,,ACTOR_II,LRC,605,0,40,585,-20,0,0,80,241,9.05,0,1,39,0,0,austerity,1,,,1,0,1,5,0,2,independent,independent,competitive,standard,2.7.189
3,round_end,,,ACTOR_I,Concordium,842,0,0,810,32,0,0,0,170,7.04,16,5,54,0,0,balanced,1,,,2,1,2,3,0,1,independent,independent,competitive,standard,2.7.189
3,round_end,,,ACTOR_II,LRC,1043,0,40,1005,-2,0,0,80,259,6.29,16,1,67,0,0,austerity,1,,,1,1,2,6,0,2,independent,independent,competitive,standard,2.7.189
4,round_end,,,ACTOR_I,Concordium,893,0,0,855,38,0,0,0,269,8.97,17,4,57,0,0,balanced,1,,1,2,1,2,4,0,1,independent,independent,competitive,standard,2.7.189
4,round_end,,,ACTOR_II,LRC,1214,0,40,1170,4,0,0,80,165,8.87,16,1,78,0,0,economic,1,,,1,1,2,8,1,2,independent,independent,competitive,standard,2.7.189
5,round_end,,,ACTOR_I,Concordium,938,0,0,900,38,0,0,0,402,10.89,17,4,60,0,1,balanced,1,,1,2,1,2,5,0,1,independent,independent,competitive,standard,2.7.189
5,round_end,,,ACTOR_II,LRC,1409,0,40,1365,4,0,0,80,218,11.49,16,1,91,0,1,economic,1,,,1,1,3,9,1,2,independent,independent,competitive,standard,2.7.189
